nombre-pelicula;año;tipo-largometraje;duracion-min;tipo-filme;color;director-01;idioma;consol-idioma;lugar-prod;consol-lugar-prod;pais-rodaje;consol-pais-rodaje;lugar-estreno;pais-estreno;sinopsis;Columna1;Columna2;Columna3;Columna4;Columna5;Columna6;Columna7;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13;Columna14;Columna15;Columna16;Columna17;Columna18;Columna19;Columna20;Columna21;Columna22;Columna23;Columna24;Columna25;Columna26;Columna27;Columna28;Columna29;Columna30;Columna31;Columna32;Columna33;Columna34;Columna35;Columna36;Columna37;Columna38;Columna39;Columna40;Columna41;Columna42;Columna43;Columna44;Columna45;Columna46;Columna47;Columna48;Columna49;Columna50;Columna51;Columna52;Columna53;Columna54;Columna55;Columna56;Columna57;Columna58;Columna59;Columna60;Columna61;Columna62;Columna63;Columna64;Columna65;Columna66;Columna67;Columna68;Columna69;Columna70;Columna71;Columna72;Columna73;Columna74;Columna75;Columna76;Columna77;Columna78;Columna79;Columna80;Columna81;Columna82;Columna83;Columna84;Columna85;Columna86;Columna87;Columna88;Columna89;Columna90;Columna91;Columna92;Columna93;Columna94;Columna95;Columna96;Columna97;Columna98;Columna99;Columna100;Columna101;Columna102;Columna103;Columna104;Columna105;Columna106;Columna107;Columna108;Columna109;Columna110;Columna111;Columna112;Columna113;Columna114;Columna115;Columna116;Columna117;Columna118;Columna119;Columna120;Columna121;Columna122;Columna123;Columna124;Columna125;Columna126;Columna127;Columna128;Columna129;Columna130;Columna131;Columna132;Columna133;Columna134;Columna135;Columna136;Columna137;Columna138;Columna139;Columna140;Columna141;Columna142;Columna143;Columna144;Columna145;Columna146;Columna147;Columna148;Columna149;Columna150;Columna151;Columna152;Columna153;Columna154;Columna155;Columna156;Columna157;Columna158;Columna159;Columna160;Columna161;Columna162;Columna163;Columna164;Columna165;Columna166;Columna167;Columna168;Columna169;Columna170;Columna171;Columna172;Columna173;Columna174;Columna175;Columna176;Columna177;Columna178;Columna179;Columna180;Columna181;Columna182;Columna183;Columna184;Columna185;Columna186;Columna187;Columna188;Columna189;Columna190;Columna191;Columna192;Columna193;Columna194;Columna195;Columna196;Columna197;Columna198;Columna199;Columna200;Columna201;Columna202;Columna203;Columna204;Columna205;Columna206;Columna207;Columna208;Columna209;Columna210;Columna211;Columna212;Columna213;Columna214;Columna215;Columna216;Columna217;Columna218;Columna219;Columna220;Columna221;Columna222;Columna223;Columna224;Columna225;Columna226;Columna227;Columna228;Columna229;Columna230;Columna231;Columna232;Columna233;Columna234;Columna235;Columna236;Columna237;Columna238;Columna239;Columna240
Históricas ;2021;Largometraje documental ;80; Digital ; Color;Grace Lazcano;Español;Español;Chile;Chile;Chile;Chile;NI;NI;El año más desafiante de sus carreras, ya que tuvieron que superar el amateurismo que marcó su historia como futbolistas y medirse ante potencias mundiales para alcanzar su mejor nivel. Esta es la historia de la Selección y sus protagonistas, que lograron sobreponerse a los prejuicios de una sociedad machista y que juntas se convirtieron en Históricas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Un ojo en la pared ;2021;Largometraje documental ;67; Digital ; Color;Antonio Caro;Español,  Inglés;Español y otro;Chile;Chile;Cuba, Chile;Chile y otro;Fidba; Argentina;El cineasta inglés Stephen Bayly y su ayudante cubano llegan aChile de Chile para enseñar a un grupo de jóvenes una técnica actoral. Sus alumnos practican un ejercicio para empezar a verse y oírse el uno al otro. Stephen promete enseñarles, si tienen éxito, un secreto para superar el miedo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diálogos subterráneos ;2021;Largometraje documental ;51; Digital ; Color;Francisco Núñez Capriles;Español;Español;Chile;Chile;Chile;Chile;NI;NI;El colectivo Lumpen Crew lideró un movimiento político-cultural nacido y florecido en las tomas de liceos, reuniones de autoformación política, barrios periféricos y en las protestas callejeras de la llamada «revolución pingüina». No lo sabían aún, pero su determinación y dirección expresiva a través del rap marcó a muchos de sus pares y a la generación por venir.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Pa(de)ciente ;2021;Largometraje de ficción ;108; Digital ; Color;Constanza Fernández Bertrand;Español;Español;Chile;Chile;Chile;Chile;NI;NI;El Dr. Sergio Graf debe enfrentarse al sistema de salud desde la vereda del frente, la del paciente, tras ser diagnosticado con un síndrome que le paraliza progresivamente todo el cuerpo. Sergio luchará por jugar un rol activo en su sanación hasta finalmente darse por vencido ante el frío sistema hospitalario. Este es el viaje de su deterioro corporal, de la pérdida de sus seguridades y la oportunidad de reconciliarse con su entorno más cercano: la familia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spencer ;2021;Largometraje de ficción ;117; Digital ; Color;Pablo Larraín;Inglés;Otro;Alemania,  Chile,  Estados Unidos,  Reino Unido;Chile y otro;Alemania, Inglaterra;Otro;NI;NI;El matrimonio entre la princesa Diana y el príncipe Carlos se ha enfriado. Aunque abundan los rumores de aventuras y divorcios, la paz está ordenada para las festividades navideñas. Sin embargo, este año las cosas serán profundamente diferentes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cinema psycho ;2021;Largometraje de ficción ;65; Digital ; Blanco & negro;Daniel Gelin Vega;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"El Personaje padece de una cine-psicosis, trastorno mental que se define como la idea obsesiva de que la persona se encuentra dentro de una película. Encerrado en su habitación durante un día interminable debe sobrellevar las consecuencias de su enfermedad, lamentándose de su propia ficción y delirando sobre su existencia. Necesita dilucidar si su mundo es real o si se trata tan solo de una película.

La sorpresiva visita de Javiera ayuda a El Personaje a despejarse momentáneamente, sin embargo, ante la imposibilidad de ayudarlo, Javiera decide marcharse, provocando una crisis nerviosa total en El Personaje.

Sus alucinaciones se potencian al punto que logra interactuar con el director de la película de la cual piensa que es protagonista.

Atraviesa la cuarta pared y sale del set, mas como personaje, su existencia está ligada a la ficción que no puede abandonar. Finalmente, Javiera regresa, y en un acto impulsivo, toma a El Personaje del brazo y salen juntos por la puerta, dejando la habitación vacía con su naturaleza muerta.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Desde mi muro ;2021;Largometraje documental ;59; Digital ; Color;Roberto Roth;Español;Español;Chile;Chile;Chile;Chile;NI;NI;El pintor Andrés Gana inicia un mural en el barrio Yungay y, a través de este quehacer, se inicia un viaje por el antiguo barrio Yungay en base a sus muralistas y murales en pleno estallido social.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zurita y Los Asistentes ;2021;Largometraje documental ;60; Digital ; Color;JaelChile;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Elogiado poeta chileno, Raúl Zurita suma entre sus reconocimientos el Premio Nacional de Literatura 2000 y el Premio Reina Sofía de Poesía Iberoamericana 2020, además de diversos doctorados universitarios honoris-causa. El Parkinson que lo aqueja desde 1990 no le impide sumarse a invitaciones desafiantes, como aquellas a las que la banda González y Los Asistentes lo suma en bares, festivales y teatros. Este documental registró durante cinco años sus ensayos conjuntos, los nervios de las bambalinas y la transformación de un tímido literato en un frontman rockero.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Revolución mi amor ;2021;Largometraje documental ;NI; Digital ; Color;Paul Cabanis;Español;Español;Chile;Chile;Chile;Chile;NI;NI;En Chile, una familia decide lanzarse en cuerpo y alma en el estallido social. Una historia inspiradora para demostrar que es posible soñar con un futuro mejor en América Latina.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aislados ;2021;Largometraje documental ;49; Digital ; Color;Franco Cárcamo;Español;Español;Chile;Chile;Chile;Chile;NI;NI;En el año 2020 se da inicio a una pandemia mundial y distintas personas deciden dejar un testimonio de lo que están viviendo tras los primeros meses de cuarentena. Para ello graban sus testimonios a través de sus celulares. Estos han sido recopilados, como registro de un acontecimiento histórico que no sabemos cuándo terminara. Este documental no tuvo contacto de personas para ser realizado, todo a través de redes sociales.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espacio desierto ;2021;Largometraje documental ;70; Digital ; Color;Yerko Ravlic;Español;Español;Chile;Chile;Chile;Chile;NI;NI;En el norte de Chile, Leonel Codoceo (58) dedica su tiempo libre a develar los misterios de la vida extraterrestre. Confiado en la existencia de seres de otro planeta, Leonel organiza lo que será la primera vigilia OVNI abierta al público en el desierto de Atacama. Al mismo tiempo, se prepara para la llegada de Sara (57), su exesposa, quien llegará aChile desde Australia para casarse nuevamente con él. Bajo el manto estrellado del cielo nocturno y la inmensidad del desierto, Leonel buscará por primera vez hacer contacto.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y solo el amor resucita ;2021;Largometraje documental ;70; Digital ; Color;Nelson Pérez Sepúlveda;Español;Español;Chile;Chile;Chile;Chile;NI;NI;En el ocaso de su vida, el olvidado muralista Fernando Daza está en proceso de creación de una nueva obra llamada “Solo el amor resucita”. Mientras el artista pinta, la frontera que existe entre el poema, el mural y la geografía, nos llevará a un viaje de norte a sur porChile El tiempo será la principal cuestión del pintor, a los 85 años su mente y su corazón quieren seguir creando pero su cuerpo tendrá la última palabra.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El sol es la única semilla ;2021;Largometraje documental ;80; Digital ; Color;Esteban Santana;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Ensayo documental que desde el confinamiento explora las posibilidades del cine en pandemia, donde lo íntimo, familiar y cotidiano son una reflexión crítica sobre inquietudes humanas comunes. Una crónica diaria de la fabricación audiovisual donde se unen el pasado, el presente y el futuro. Una película transformándose en una máquina del tiempo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imaginarius ;2021;Largometraje documental ;64; Digital ; Color;Juan Ignacio Bello;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Florencía, Amanda, Matías y Agustín fantasean con el Eclipse Solar Total que llegará a su tranquila ciudad natal en el Valle de Elquí, un hotspot astronómico cerca del desierto de Atacama. En medio del inusual frenesí que rodea a su ciudad, los niños sueñan con un futuro más sostenible y brillante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gran Avenida ;2021;Largometraje de ficción ;80; Digital ; Color;Moisés Sepúlveda;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Gabriel Cañas protagoniza esta comedia negra donde un oficinista separado e inseguro, al enterarse de que su ex esposa planea alejarlo de su hija, decide irse con la niña de ""paseo"" a otra ciudad. Pero los problemas surgen cuando la niña se le pierde y su plan se le va de las manos. Varias historias se cruzan en una trama donde un celular robado, un rapto mal planificado y muchas torpezas, enfrentan a un grupo de vecinos de Gran Avenida, al sur de la ciudad deChile.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Había una vez un pueblo. La historia de Caimanes ;2021;Largometraje documental ;77; Digital ; Color;Matías Palma;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Había una vez un pueblo en el interior de los andes, donde todos se hablaban y vivían en comunidad, organizándose para obtener agua potable y energía eléctrica sin ayuda de ningún gobierno. Pero un día, la cabecera del valle fue comprada por una gran empresa minera.

Esta es una historia de una pequeña comunidad que se paró de frente ante un gigante, esta es una historia que cuenta cómo era el paraíso donde esa comunidad vivía, cómo fueron engañados, cómo se quedaron sin agua y cómo la codicia y la traición se instaló entre ellos. Cómo se sacrificó su pueblo y cómo la vida comunitaria dejó de existir.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaucho americano ;2021;Largometraje documental ;75; Digital ; Color;Nicolás Molina;Español;Español;Chile;Chile;Chile;Chile;Hot Docs; Canadá;Joaquín y Victor, ambos gauchos de la Patagonia Chilena, son contratados como arrieros en un rancho de Estados Unidos. Acompañados solamente por sus perros y caballos tendrán que proteger sus piños de miles de ovejas de los depredadores, en una tierra ajena que creen poder dominar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Violeta existe ;2021;Largometraje documental ;75; Digital ; Color;Rodrigo Avilés;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"La comunidad musical chilena coincide una y otra vez en destacar a Las últimas composiciones de Violeta Parra (1966) como uno de los álbumes fundamentales de nuestra cultura. El último disco grabado por Violeta no sólo contiene algunas de sus canciones más universales (“Gracias a la vida”, “Volver a los 17”, “Run Run se fue pa’l Norte”, “Maldigo del alto cielo”), sino que fue concebido por ella como un manifiesto de despedida, publicado pocos meses antes de su muerte voluntaria. A modo de tributo a tan monumental legado, su nieto, el destacado guitarrista Ángel Parra Orrego (Los Tres, Ángel Parra Trío) decide volver a grabar el álbum con nuevos arreglos e invitados. Convoca para ello a su hermana, Javiera, y a su padre, Ángel (quien aquí aparece en presencia e ideas, contra la enfermedad que poco después se lo llevaría, en marzo de 2017); y a músicos como Manuel García, Álex Anwandter, Roberto Márquez y Álvaro López. Apariciones especiales de Gastón Soublette, Raúl Zurita y el histórico ingeniero Luis Torrejón.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zahorí ;2021;Largometraje de ficción ;105; Digital ; Color;Mari Alessandrini;Español;Español;Argentina,  Chile,  Francia,  Suiza;Chile y otro;Argentina, Suiza;Otro;NI;NI;La estepa patagónica es barrida por un viento gris… Mora, de 13 años, quiere ser un “gaucho”. Se rebela contra la escuela y se afirma ante sus padres, ecologistas suizos italianos, cuyo sueño de autonomía se convierte en una pesadilla. Mora se adentrará en los recodos del páramo para ayudar a su único amigo, Nazareno, un viejo mapuche que ha perdido a su caballo, Zahorí.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nidal ;2021;Largometraje documental ;61; Digital ; Color;Felipe Sigala;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La industria inmobiliaria ha desestabilizado el entorno natural de la ciudad deChile, en la costa de Chile, obligando a los habitantes y escenarios naturales de la región a encontrar nuevas formas de adaptarse y sobrevivir. “Arena” representa la convivencia de especies y la transformación acelerada de los paisajes debido a la ocupación humana.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago Rising ;2021;Largometraje documental ;89; Digital ; Color;Nick MacWilliam;Español;Español;Chile,  Reino Unido;Chile y otro;Chile;Chile;NI;NI;La película describe la preparación para la histórica votación, en octubre de 2020, que vio a los chilenos votar por una nueva constitución para reemplazar la impuesta durante la brutal dictadura de Pinochet.Chile Rising enfatiza el papel prominente de la música y el arte en la disidencia política. También vemos los intentos del estado de aplastar el movimiento de protesta mediante una violenta represión policial. Aunque las probabilidades están en su contra, los chilenos encuentran fuerza en la unidad mientras luchan por superar el legado perdurable de Pinochet.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Travesía travesti ;2021;Largometraje documental ;93; Digital ; Color;Nicolás Videla;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La última función del cabaret Travesía Travesti coincide con el Estallido Social del 18 de octubre de 2019, enChile Entre medio de la revuelta, Anastasia intenta reunir a las exintegrantes de un elenco fracturado, pero Maraca, su mejor amiga, no quiere continuar con la obra. Amnesia, la última artista que quedaba en la compañía, emprende un viaje cinematográfico por archivos y entrevistas de un grupo de amigas cuyas disputas históricas van develando –tras brillos, plumas y canutillos– las complejidades de la amistad, la herencia y la colectividad en este sistema patriarcal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres que sueñan ;2021;Largometraje documental ;90; Digital ; Color;Gloria Laso;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La vida y experiencias de seis emblemáticos actores nacionales Luis Alarcón, Héctor Noguera, Hugo Medina, Julio Jung, Ramón Núñez y Tomás Vidiella. Uno a uno, relatan aspectos de sus trayectorias, origen y sueños, reviviendo y analizando no sólo sus carreras, sino también momentos felices y otros históricos que marcaron sus vidas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hombres que sueñan ;2021;Largometraje documental ;90; Digital ; Color;Gloria Laso;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La vida y experiencias de seis emblemáticos actores nacionales Luis Alarcón, Héctor Noguera, Hugo Medina, Julio Jung, Ramón Núñez y Tomás Vidiella. Uno a uno, relatan aspectos de sus trayectorias, origen y sueños, reviviendo y analizando no sólo sus carreras, sino también momentos felices y otros históricos que marcaron sus vidas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mitos y leyendas de Peñaflor ;2021;Largometraje documental ;68; Digital ; Color;Max Lastra;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Marta Contreras es una de las principales artesanas de una técnica propia del Valle del Maipo llamada Loza Policromada. Consiente de la cantidad de historias mágicas que abundan en su pueblo, sale en sus búsquedas, relacionándose con las distintas voces de la comunidad, quienes a través de sus recuerdos y re interpretaciones actualizan estos relatos al imaginario del hoy. Al final de su viaje, modela los mitos en greda, dándole vida e imagen a estas leyendas que están arraigadas en lo más profundo del sentir popular.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
